 total          140  coefficients
 59  v( 3 2 3 3; 1 0)    0
 60  v( 3 2 4 4; 1 0)    0
 61  v( 4 2 4 2; 3 0)    0
 62  v( 4 2 4 2; 4 0)    0
 63  v( 4 2 4 2; 5 0)    0
 64  v( 4 2 4 2; 6 0)    0
 65  v( 4 2 4 3; 4 0)    0
 66  v( 4 2 4 3; 5 0)    0
 67  v( 3 3 3 3; 1 0)    0
 68  v( 3 3 4 4; 1 0)    0
 69  v( 4 3 4 3; 4 0)    0
 70  v( 4 3 4 3; 5 0)    0
 71  v( 4 4 4 4; 1 0)    0
 72  v( 4 4 4 4; 3 0)    0
 73  v( 4 4 4 4; 5 0)    0
 74  v( 4 4 4 4; 7 0)    0
 75  v( 4 4 4 4; 9 0)    0
 76  v( 1 1 1 1; 0 1)    1
 77  v( 1 1 2 2; 0 1)    1
 78  v( 1 1 3 3; 0 1)    1
 79  v( 1 1 4 4; 0 1)    1
 80  v( 2 2 2 2; 0 1)    1
 81  v( 2 2 3 3; 0 1)    1
 82  v( 2 2 4 4; 0 1)    1
 83  v( 3 3 3 3; 0 1)    1
 84  v( 3 3 4 4; 0 1)    1
 85  v( 4 4 4 4; 0 1)    1
 86  v( 1 2 1 2; 1 1)    1
 87  v( 1 2 2 3; 1 1)    1
 88  v( 2 3 2 3; 1 1)    1
 89  v( 1 1 1 1; 2 1)    1
 90  v( 1 1 1 2; 2 1)    1
 91  v( 1 1 1 3; 2 1)    1
 92  v( 1 1 2 2; 2 1)    1
 93  v( 1 1 2 3; 2 1)    1
 94  v( 1 1 4 4; 2 1)    1
 95  v( 1 2 1 2; 2 1)    1
 96  v( 1 2 1 3; 2 1)    1
 97  v( 1 2 2 2; 2 1)    1
 98  v( 1 2 2 3; 2 1)    1
 99  v( 1 2 4 4; 2 1)    1
100  v( 1 3 1 3; 2 1)    1
101  v( 1 3 2 2; 2 1)    1
102  v( 1 3 2 3; 2 1)    1
103  v( 1 3 4 4; 2 1)    1
104  v( 1 4 1 4; 2 1)    1
105  v( 2 2 2 2; 2 1)    1
106  v( 2 2 2 3; 2 1)    1
107  v( 2 2 4 4; 2 1)    1
108  v( 2 3 2 3; 2 1)    1
109  v( 2 3 4 4; 2 1)    1
110  v( 4 4 4 4; 2 1)    1
111  v( 1 2 1 2; 3 1)    1
112  v( 1 2 1 3; 3 1)    1
113  v( 1 3 1 3; 3 1)    1
114  v( 1 4 1 4; 3 1)    1
115  v( 1 4 2 4; 3 1)    1
116  v( 2 4 2 4; 3 1)    1
117  v( 1 1 1 1; 4 1)    1
118  v( 1 1 1 2; 4 1)    1
119  v( 1 1 4 4; 4 1)    1
120  v( 1 2 1 2; 4 1)    1
121  v( 1 2 4 4; 4 1)    1
122  v( 1 4 1 4; 4 1)    1
123  v( 1 4 2 4; 4 1)    1
124  v( 1 4 3 4; 4 1)    1
125  v( 2 4 2 4; 4 1)    1
126  v( 2 4 3 4; 4 1)    1
127  v( 3 4 3 4; 4 1)    1
128  v( 4 4 4 4; 4 1)    1
129  v( 1 4 1 4; 5 1)    1
130  v( 1 4 2 4; 5 1)    1
131  v( 1 4 3 4; 5 1)    1
132  v( 2 4 2 4; 5 1)    1
133  v( 2 4 3 4; 5 1)    1
134  v( 3 4 3 4; 5 1)    1
135  v( 1 4 1 4; 6 1)    1
136  v( 1 4 2 4; 6 1)    1
137  v( 2 4 2 4; 6 1)    1
138  v( 4 4 4 4; 6 1)    1
139  v( 1 4 1 4; 7 1)    1
140  v( 4 4 4 4; 8 1)    1
 total number of varied parameters           69
 reading ni078.td.00+_1.fit                                                mass=          78
    error 2     1.000**********  Infinity%
 reading cu079.td.05-_1.fit                                                mass=          79
    error 2     3.000**********   200.000%
 reading cu079.td.03-_1.fit                                                mass=          79
    error 2     3.000**********   200.000%
 reading cu079.td.01-_1.fit                                                mass=          79
    error 2     3.000**********   200.000%
 reading cu079.td.09+_1.fit                                                mass=          79
    error 2     3.000**********   200.000%
 reading zn080.td.00+_1.fit                                                mass=          80
    error 2     6.000**********   200.000%
    error 3   -32.297   -32.297     0.000%
 reading zn080.td.04+_1.fit                                                mass=          80
    error 2     6.000**********   199.995%
    error 3   -29.905   -29.905     0.000%
 reading zn080.td.08+_1.fit                                                mass=          80
    error 2     6.000**********   200.000%
    error 3   -29.170   -29.170    -0.000%
 reading zn080.td.04+_2.fit                                                mass=          80
    error 2     6.000**********   200.000%
    error 3   -28.456   -28.456    -0.000%
 reading ga081.td.05-_1.fit                                                mass=          81
    error 2    10.000**********   233.333%
    error 3   -45.345   -45.345    -0.000%
 reading ga081.td.03-_1.fit                                                mass=          81
    error 2    10.000**********   233.337%
 reading ga081.td.03-_2.fit                                                mass=          81
    error 2    10.000**********   233.330%
    error 3   -44.115   -44.115     0.000%
 reading ga081.td.09-_1.fit                                                mass=          81
    error 2    10.000**********   233.333%
    error 3   -43.071   -43.071     0.000%
 reading ga081.td.11-_1.fit                                                mass=          81
    error 2    10.000**********   233.330%
    error 3   -42.179   -42.179    -0.000%
 reading ga081.td.09+_1.fit                                                mass=          81
    error 2    10.000**********   233.337%
    error 3   -41.126   -41.126     0.000%
 reading ge082.td.00+_1.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -61.279   -61.279    -0.000%
 reading ge082.td.04+_1.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -58.570   -58.570    -0.000%
 reading ge082.td.04+_2.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -57.320   -57.320     0.000%
 reading ge082.td.08+_1.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -57.446   -57.446     0.000%
 reading ge082.td.00+_2.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -57.417   -57.417    -0.000%
 reading ge082.td.08+_2.fit                                                mass=          82
    error 2    15.000**********   275.002%
    error 3   -57.679   -57.679    -0.000%
 reading ge082.td.06+_1.fit                                                mass=          82
    error 2    15.000**********   274.997%
    error 3   -56.786   -56.786    -0.000%
 reading ge082.td.02+_1.fit                                                mass=          82
    error 2    15.000**********   275.000%
 reading ge082.td.08+_3.fit                                                mass=          82
    error 2    15.000**********   275.003%
    error 3   -55.781   -55.781     0.000%
 reading ge082.td.10+_1.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -55.299   -55.299    -0.000%
 reading ge082.td.12+_1.fit                                                mass=          82
    error 2    15.000**********   275.000%
    error 3   -55.144   -55.144     0.000%
 reading as083.td.05-_1.fit                                                mass=          83
    error 2    21.000**********   320.000%
    error 3   -72.400   -72.400     0.000%
 reading as083.td.03-_1.fit                                                mass=          83
    error 2    21.000**********   320.000%
    error 3   -72.022   -72.022     0.000%
 reading as083.td.03-_2.fit                                                mass=          83
    error 2    21.000**********   320.000%
    error 3   -70.499   -70.499     0.000%
 reading as083.td.01-_1.fit                                                mass=          83
    error 2    21.000**********   320.000%
 reading as083.td.09-_1.fit                                                mass=          83
    error 2    21.000**********   320.000%
    error 3   -69.309   -69.309    -0.000%
 reading as083.td.11-_1.fit                                                mass=          83
    error 2    21.000**********   320.000%
    error 3   -69.414   -69.414    -0.000%
 reading as083.td.09+_1.fit                                                mass=          83
    error 2    21.000**********   320.002%
    error 3   -69.223   -69.223    -0.000%
 reading as083.td.13-_1.fit                                                mass=          83
    error 2    21.000**********   320.000%
    error 3   -67.554   -67.554     0.000%
 reading se084.td.00+_1.fit                                                mass=          84
    error 2    28.000**********   366.667%
    error 3   -87.013   -87.013     0.000%
 reading se084.td.04+_1.fit                                                mass=          84
    error 2    28.000**********   366.668%
    error 3   -83.689   -83.689    -0.000%
 reading se084.td.08+_1.fit                                                mass=          84
    error 2    28.000**********   366.667%
    error 3   -83.082   -83.082     0.000%
 reading se084.td.04+_2.fit                                                mass=          84
    error 2    28.000**********   366.667%
    error 3   -82.344   -82.344     0.000%
 reading se084.td.00+_2.fit                                                mass=          84
    error 2    28.000**********   366.665%
    error 3   -83.108   -83.107     0.000%
 reading se084.td.06+_1.fit                                                mass=          84
    error 2    28.000**********   366.668%
    error 3   -82.439   -82.439     0.000%
 reading se084.td.12+_1.fit                                                mass=          84
    error 2    28.000**********   366.665%
    error 3   -80.328   -80.328    -0.000%
 reading se084.td.10+_1.fit                                                mass=          84
    error 2    28.000**********   366.667%
    error 3   -80.163   -80.163    -0.000%
 reading br085.td.03-_1.fit                                                mass=          85
    error 2    36.000**********   414.287%
    error 3   -96.016   -96.016    -0.000%
 reading br085.td.05-_1.fit                                                mass=          85
    error 2    36.000**********   414.287%
    error 3   -96.040   -96.040     0.000%
 reading br085.td.03-_2.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -94.003   -94.003    -0.000%
 reading br085.td.01-_1.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -95.540   -95.540    -0.000%
 reading br085.td.07-_1.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -93.308   -93.308     0.000%
 reading br085.td.05-_2.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -93.217   -93.217    -0.000%
 reading br085.td.09-_1.fit                                                mass=          85
    error 2    36.000**********   414.284%
    error 3   -93.050   -93.050    -0.000%
 reading br085.td.03-_3.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -93.405   -93.405     0.000%
 reading br085.td.01-_2.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -94.243   -94.243     0.000%
 reading br085.td.09+_1.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -93.930   -93.930    -0.000%
 reading br085.td.11-_1.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -92.271   -92.271     0.000%
 reading br085.td.13-_1.fit                                                mass=          85
    error 2    36.000**********   414.286%
    error 3   -90.054   -90.054    -0.000%
 reading br085.td.13+_1.fit                                                mass=          85
    error 2    36.000**********   414.284%
    error 3   -90.715   -90.715     0.000%
 reading br085.td.13+_2.fit                                                mass=          85
    error 2    36.000**********   414.287%
    error 3   -90.668   -90.668    -0.000%
 reading br085.td.15+_1.fit                                                mass=          85
    error 2    36.000**********   414.287%
    error 3   -90.477   -90.477    -0.000%
 reading kr086.td.00+_1.fit                                                mass=          86
    error 2    45.000**********   462.499%
    error 3  -109.153  -109.153     0.000%
 reading kr086.td.04+_1.fit                                                mass=          86
    error 2    45.000**********   462.500%
    error 3  -105.735  -105.735     0.000%
 reading kr086.td.08+_1.fit                                                mass=          86
    error 2    45.000**********   462.500%
    error 3  -104.465  -104.465     0.000%
 reading kr086.td.04+_2.fit                                                mass=          86
    error 2    45.000**********   462.500%
    error 3  -104.422  -104.422     0.000%
 reading kr086.td.00+_2.fit                                                mass=          86
    error 2    45.000**********   462.500%
    error 3  -104.207  -104.206     0.000%
 reading kr086.td.06+_1.fit                                                mass=          86
    error 2    45.000**********   462.500%
    error 3  -104.132  -104.132    -0.000%
 reading kr086.td.06-_1.fit                                                mass=          86
    error 2    45.000**********   462.499%
    error 3  -104.024  -104.024     0.000%
 reading kr086.td.10-_1.fit                                                mass=          86
    error 2    45.000**********   462.501%
    error 3  -103.141  -103.141    -0.000%
 reading kr086.td.12-_1.fit                                                mass=          86
    error 2    45.000**********   462.500%
    error 3  -102.451  -102.451     0.000%
 reading kr086.td.14-_1.fit                                                mass=          86
    error 2    45.000**********   462.501%
    error 3  -102.861  -102.861     0.000%
 reading rb087.td.03-_1.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -116.005  -116.005    -0.000%
 reading rb087.td.05-_1.fit                                                mass=          87
    error 2    55.000**********   511.112%
    error 3  -115.927  -115.927     0.000%
 reading rb087.td.01-_1.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -116.185  -116.185    -0.000%
 reading rb087.td.07-_1.fit                                                mass=          87
    error 2    55.000**********   511.110%
    error 3  -113.349  -113.349    -0.000%
 reading rb087.td.03-_2.fit                                                mass=          87
    error 2    55.000**********   511.112%
    error 3  -114.084  -114.083     0.000%
 reading rb087.td.01-_2.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -113.847  -113.847     0.000%
 reading rb087.td.09+_1.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -115.144  -115.144    -0.000%
 reading rb087.td.05-_2.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -113.580  -113.580     0.000%
 reading rb087.td.05-_3.fit                                                mass=          87
    error 2    55.000**********   511.110%
    error 3  -113.408  -113.408     0.000%
 reading rb087.td.11+_1.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -111.689  -111.689     0.000%
 reading rb087.td.13+_1.fit                                                mass=          87
    error 2    55.000**********   511.112%
    error 3  -112.225  -112.226    -0.000%
 reading rb087.td.15+_1.fit                                                mass=          87
    error 2    55.000**********   511.111%
    error 3  -111.077  -111.077    -0.000%
 reading rb087.td.17+_1.fit                                                mass=          87
    error 2    55.000**********   511.112%
    error 3  -110.591  -110.591    -0.000%
 reading sr088.td.00+_1.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -127.506  -127.506     0.000%
 reading sr088.td.04+_1.fit                                                mass=          88
    error 2    66.000**********   560.001%
    error 3  -124.257  -124.258    -0.000%
 reading sr088.td.06-_1.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -123.228  -123.227     0.000%
 reading sr088.td.00+_2.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -123.130  -123.130    -0.000%
 reading sr088.td.04+_2.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -122.820  -122.820    -0.000%
 reading sr088.td.06+_1.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -122.531  -122.531     0.000%
 reading sr088.td.02+_1.fit                                                mass=          88
    error 2    66.000**********   560.001%
    error 3  -122.617  -122.617    -0.000%
 reading sr088.td.10-_1.fit                                                mass=          88
    error 2    66.000**********   559.999%
    error 3  -122.344  -122.344    -0.000%
 reading sr088.td.08-_1.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -121.674  -121.674    -0.000%
 reading sr088.td.00+_3.fit                                                mass=          88
    error 2    66.000**********   560.000%
    error 3  -122.491  -122.491    -0.000%
 reading sr088.td.12-_1.fit                                                mass=          88
    error 2    66.000**********   560.001%
    error 3  -121.922  -121.922    -0.000%
 reading y_089.td.01-_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -133.236  -133.236    -0.000%
 reading y_089.td.09+_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -132.671  -132.671     0.000%
 reading y_089.td.03-_1.fit                                                mass=          89
    error 2    78.000**********   609.090%
    error 3  -132.615  -132.615     0.000%
 reading y_089.td.05-_1.fit                                                mass=          89
    error 2    78.000**********   609.092%
    error 3  -132.225  -132.225    -0.000%
 reading y_089.td.05+_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -130.482  -130.482     0.000%
 reading y_089.td.07+_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -129.936  -129.937    -0.000%
 reading y_089.td.11+_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -129.825  -129.825     0.000%
 reading y_089.td.09+_2.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -129.913  -129.914    -0.000%
 reading y_089.td.13+_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -129.731  -129.731     0.000%
 reading y_089.td.13-_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -129.147  -129.147     0.000%
 reading y_089.td.15-_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -127.883  -127.883    -0.000%
 reading y_089.td.17-_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -127.865  -127.865    -0.000%
 reading y_089.td.19-_1.fit                                                mass=          89
    error 2    78.000**********   609.091%
    error 3  -127.510  -127.510     0.000%
 reading zr090.td.00+_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -142.960  -142.960     0.000%
 reading zr090.td.00+_2.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -139.242  -139.242    -0.000%
 reading zr090.td.04+_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -139.252  -139.252    -0.000%
 reading zr090.td.10-_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -138.535  -138.535     0.000%
 reading zr090.td.08-_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -138.034  -138.034     0.000%
 reading zr090.td.06-_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -138.721  -138.721     0.000%
 reading zr090.td.08+_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -137.853  -137.853    -0.000%
 reading zr090.td.04+_2.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -137.736  -137.736    -0.000%
 reading zr090.td.12+_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -137.536  -137.535     0.000%
 reading zr090.td.16+_1.fit                                                mass=          90
    error 2    91.000**********   658.334%
    error 3  -137.391  -137.391     0.000%
 reading zr090.td.14-_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -137.270  -137.271    -0.000%
 reading zr090.td.18+_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -134.815  -134.815     0.000%
 reading zr090.td.20+_1.fit                                                mass=          90
    error 2    91.000**********   658.333%
    error 3  -134.697  -134.697     0.000%
 reading nb091.td.09+_1.fit                                                mass=          91
    error 2   105.000**********   707.693%
    error 3  -146.982  -146.982     0.000%
 reading nb091.td.01-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -146.954  -146.954     0.000%
 reading nb091.td.05-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -144.474  -144.474    -0.000%
 reading nb091.td.03-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -145.214  -145.214     0.000%
 reading nb091.td.07+_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -144.280  -144.281    -0.000%
 reading nb091.td.03-_2.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -144.907  -144.907    -0.000%
 reading nb091.td.09+_2.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -144.023  -144.023    -0.000%
 reading nb091.td.09-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -143.478  -143.478    -0.000%
 reading nb091.td.13-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -143.258  -143.258     0.000%
 reading nb091.td.17-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -143.232  -143.232    -0.000%
 reading nb091.td.13+_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -143.529  -143.529    -0.000%
 reading nb091.td.11-_1.fit                                                mass=          91
    error 2   105.000**********   707.693%
    error 3  -142.955  -142.955     0.000%
 reading nb091.td.15-_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -142.540  -142.540    -0.000%
 reading nb091.td.17+_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -142.159  -142.159     0.000%
 reading nb091.td.21+_1.fit                                                mass=          91
    error 2   105.000**********   707.692%
    error 3  -141.737  -141.737     0.000%
 reading mo092.td.00+_1.fit                                                mass=          92
    error 2   120.000**********   757.143%
    error 3  -155.652  -155.652     0.000%
 reading mo092.td.04+_1.fit                                                mass=          92
    error 2   120.000**********   757.143%
    error 3  -152.155  -152.156    -0.000%
 reading mo092.td.08+_1.fit                                                mass=          92
    error 2   120.000**********   757.143%
    error 3  -151.083  -151.083    -0.000%
 reading mo092.td.00+_2.fit                                                mass=          92
    error 2   120.000**********   757.142%
    error 3  -150.686  -150.686     0.000%
 reading mo092.td.10-_1.fit                                                mass=          92
    error 2   120.000**********   757.143%
    error 3  -151.053  -151.053     0.000%
 reading mo092.td.12+_1.fit                                                mass=          92
    error 2   120.000**********   757.142%
    error 3  -150.678  -150.678     0.000%
 reading mo092.td.16+_1.fit                                                mass=          92
    error 2   120.000**********   757.144%
    error 3  -150.551  -150.551     0.000%
 reading mo092.td.06-_1.fit                                                mass=          92
    error 2   120.000**********   757.143%
    error 3  -150.983  -150.983     0.000%
 reading mo092.td.04+_2.fit                                                mass=          92
    error 2   120.000**********   757.143%
    error 3  -149.779  -149.779     0.000%
 reading mo092.td.14-_1.fit                                                mass=          92
    error 2   120.000**********   757.144%
    error 3  -148.675  -148.675     0.000%
 reading tc093.td.09+_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -158.458  -158.458    -0.000%
 reading tc093.td.01-_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -157.954  -157.954    -0.000%
 reading tc093.td.07+_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -156.271  -156.271     0.000%
 reading tc093.td.05-_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -155.573  -155.573    -0.000%
 reading tc093.td.13+_1.fit                                                mass=          93
    error 2   136.000**********   806.666%
    error 3  -155.304  -155.304     0.000%
 reading tc093.td.11+_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -155.179  -155.179    -0.000%
 reading tc093.td.13-_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -154.579  -154.579    -0.000%
 reading tc093.td.17+_1.fit                                                mass=          93
    error 2   136.000**********   806.666%
    error 3  -154.196  -154.196     0.000%
 reading tc093.td.17-_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -154.533  -154.533    -0.000%
 reading tc093.td.21+_1.fit                                                mass=          93
    error 2   136.000**********   806.666%
    error 3  -153.727  -153.727     0.000%
 reading tc093.td.21-_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
    error 3  -152.283  -152.283    -0.000%
 reading tc093.td.25-_1.fit                                                mass=          93
    error 2   136.000**********   806.667%
 reading ru094.td.00+_1.fit                                                mass=          94
    error 2   153.000**********   856.249%
    error 3  -165.568  -165.568     0.000%
 reading ru094.td.04+_1.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -162.345  -162.345    -0.000%
 reading ru094.td.08+_1.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -161.263  -161.263    -0.000%
 reading ru094.td.12+_1.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -160.896  -160.896     0.000%
 reading ru094.td.08+_2.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -160.047  -160.047    -0.000%
 reading ru094.td.10-_1.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -160.908  -160.908    -0.000%
 reading ru094.td.16+_1.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -160.750  -160.750     0.000%
 reading ru094.td.00+_2.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -159.836  -159.836    -0.000%
 reading ru094.td.14-_1.fit                                                mass=          94
    error 2   153.000**********   856.250%
    error 3  -158.630  -158.630    -0.000%
 reading rh095.td.09+_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -167.161  -167.161     0.000%
 reading rh095.td.01-_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -166.479  -166.479     0.000%
 reading rh095.td.07+_1.fit                                                mass=          95
    error 2   171.000**********   905.883%
    error 3  -165.192  -165.192    -0.000%
 reading rh095.td.05+_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -164.300  -164.300     0.000%
 reading rh095.td.13+_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -164.243  -164.243    -0.000%
 reading rh095.td.11+_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -164.017  -164.017     0.000%
 reading rh095.td.17+_1.fit                                                mass=          95
    error 2   171.000**********   905.883%
    error 3  -163.053  -163.053     0.000%
 reading rh095.td.17-_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -163.231  -163.231    -0.000%
 reading rh095.td.21+_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -162.616  -162.616     0.000%
 reading rh095.td.21-_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -161.112  -161.112     0.000%
 reading rh095.td.25+_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -160.023  -160.022     0.000%
 reading rh095.td.25-_1.fit                                                mass=          95
    error 2   171.000**********   905.882%
    error 3  -160.162  -160.162    -0.000%
 reading pd096.td.00+_1.fit                                                mass=          96
    error 2   190.000**********   955.555%
    error 3  -172.921  -172.921     0.000%
 reading pd096.td.04+_1.fit                                                mass=          96
    error 2   190.000**********   955.556%
    error 3  -169.828  -169.828    -0.000%
 reading pd096.td.08+_1.fit                                                mass=          96
    error 2   190.000**********   955.556%
    error 3  -168.716  -168.716     0.000%
 reading pd096.td.12+_1.fit                                                mass=          96
    error 2   190.000**********   955.556%
    error 3  -168.387  -168.387    -0.000%
 reading pd096.td.16+_1.fit                                                mass=          96
    error 2   190.000**********   955.556%
    error 3  -168.208  -168.208     0.000%
 reading pd096.td.10-_1.fit                                                mass=          96
    error 2   190.000**********   955.556%
    error 3  -168.346  -168.346    -0.000%
